,env_id,episodes,is_success,collision,timeout,out_of_bounds,step,success_rate,out_of_bounds_rate,timeout_rate,collision_rate,cumulated_rewards,sim_time,cpu_time_steps,cpu_time_full,action_cpu_time_ur5_1,position_ee_link_ur5_1,velocity_ee_link_ur5_1,rotation_ee_link_ur5_1,position_rotation_sensor_cpu_time_ur5_1,joints_angles_ur5_1,joints_velocities_ur5_1,joints_sensor_cpu_time_ur5_1,shaking_ur5_1,reward_ur5_1,distance_ur5_1,distance_threshold_ur5_1
55,0,1,False,False,False,False,56,0.0,0.0,0.0,0.0,0.0,0.23333333296000028,6.09375,10.75,0.0,[0.06321637 0.5908466  0.3787483 ],[-2.13320196  0.89784622 -1.34799242],[-0.1799497   0.97968233  0.08672774  0.01785938],0.0,[-1.81897098  0.85123281 -1.50427121 -1.11821232 -1.53000632 -0.6096832 ],[ 2.25916144  0.37254767  3.23210571 -2.51408875  5.40183949 10.        ],0.0,1,-0.006883640928358433,0.1883640928358433,0.01
56,0,1,False,False,False,False,57,0.0,0.0,0.0,0.0,0.0,0.2374999996200003,6.1875,10.84375,0.0,[0.054327   0.58710808 0.37110481],[-2.13344962 -0.89724541 -1.83443785],[-0.20584555  0.97642416  0.06409196  0.01075805],0.0,[-1.80719071  0.85230592 -1.49923672 -1.07654565 -1.53422851 -0.65134986],"[  2.82726525   0.2575446    1.20827696  10.          -1.01332581
 -10.        ]",0.0,2,-0.011809040278204624,0.18090402782046233,0.01
57,0,1,False,False,False,False,58,0.0,0.0,0.0,0.0,0.0,0.2416666662800003,6.296875,10.953125,0.0,[0.05032997 0.59026146 0.3739917 ],[-0.95928759  0.7568121   0.69285393],[-0.21374314  0.9735899   0.07646362  0.02428752],0.0,[-1.79803566  0.85495785 -1.50140081 -1.11109263 -1.5481188  -0.6593456 ],[ 2.19721218  0.63646445 -0.51938061 -8.29127479 -3.33366959 -1.91897646],0.0,2,-0.011710166292213917,0.17101662922139169,0.01
58,0,1,False,False,False,False,59,0.0,0.0,0.0,0.0,0.0,0.24583333294000032,6.40625,11.0625,0.0,[0.04201277 0.59614509 0.37428463],[-1.99612677  1.41207218  0.07030249],[-0.19810666  0.97504312  0.09950529  0.01197294],0.0,[-1.79162472  0.85805985 -1.49558363 -1.1527593  -1.51039191 -0.61767896],"[  1.53862487   0.74447978   1.39612125 -10.           9.0544546
   9.9999939 ]",0.0,2,-0.011685112367670647,0.16851123676706467,0.01
59,0,1,False,False,False,False,60,0.0,0.0,0.0,0.0,0.0,0.24999999960000033,6.5,11.15625,0.0,[0.03311559 0.5942241  0.36843377],[-2.13532448 -0.46103954 -1.40420437],[-0.20488402  0.9744367   0.0910308  -0.01445808],0.0,[-1.78756919  0.85899941 -1.49114268 -1.12090094 -1.46872524 -0.62515609],[ 0.97332617  0.22549432  1.06582999  7.64600525 10.         -1.79451175],0.0,2,-0.011632719783602051,0.16327197836020507,0.01
60,0,1,False,False,False,False,61,0.0,0.0,0.0,0.0,0.0,0.25416666626000034,6.625,11.28125,0.0,[0.03041791 0.59380341 0.36933374],[-0.64744279 -0.1009655   0.21599293],[-0.20210466  0.97371501  0.10345539 -0.0181597 ],0.0,[-1.78695572  0.867359   -1.50127502 -1.13946855 -1.45238806 -0.61692309],[ 0.14723249  2.00630226 -2.43176377 -4.45622551  3.92092326  1.97592139],0.0,2,-0.011543334706084481,0.1543334706084481,0.01
61,0,1,False,False,False,False,62,0.0,0.0,0.0,0.0,0.0,0.2583333329200003,6.734375,11.390625,0.0,[0.02864774 0.59856308 0.37001374],[-0.42484179  1.14232063  0.1631999 ],[-0.22422864  0.96731639  0.11814933 -0.00782709],0.0,[-1.78248626  0.86931972 -1.49497538 -1.18113521 -1.45554843 -0.657046  ],"[  1.07267087   0.47057216   1.51191576 -10.          -0.75848923
  -9.62949991]",0.0,2,-0.011517256203284672,0.15172562032846723,0.01
62,0,1,False,False,False,False,63,0.0,0.0,0.0,0.0,0.0,0.2624999995800003,6.859375,11.515625,0.0,[0.02607737 0.60204417 0.37387332],[-0.61688796  0.83546162  0.9262991 ],[-0.2165312   0.96709579  0.13349649  0.0043283 ],0.0,[-1.7756399   0.87135117 -1.49619409 -1.22180524 -1.46810863 -0.63440844],[ 1.64312625  0.48754909 -0.29249098 -9.76080537 -3.01444775  5.43301549],0.0,3,-0.016523331390347343,0.15233313903473442,0.01
63,0,1,False,False,False,False,64,0.0,0.0,0.0,0.0,0.0,0.2666666662400003,6.953125,11.609375,0.0,[0.02303123 0.59982258 0.36666307],[-0.73107317 -0.53318024 -1.73046112],[-0.20742828  0.97210974  0.10940432 -0.00261608],0.0,[-1.77025752  0.86709482 -1.4848152  -1.18013858 -1.47810404 -0.61245618],[ 1.29177207 -1.02152577  2.73093299  9.99999745 -2.39889692  5.26854098],0.0,3,-0.016518471773203914,0.1518471773203915,0.01
64,0,1,False,False,False,False,65,0.0,0.0,0.0,0.0,0.0,0.2708333329000003,7.078125,11.734375,0.0,[0.01236189 0.60038286 0.35749829],[-2.56064237  0.13446808 -2.19954729],[-0.1913503   0.9764694   0.09374764 -0.03322621],0.0,[-1.7626843   0.86237462 -1.46406025 -1.14644012 -1.43785961 -0.57078952],[ 1.81757215 -1.13284798  4.98118729  8.08763087  9.65866221  9.99999969],0.0,2,-0.011480404741454817,0.14804047414548177,0.01
65,0,1,False,True,False,False,66,0.0,0.0,0.0,0.3333333333333333,-3.09100017851233,0.27499999956000026,7.1875,11.84375,0.0,[0.0163025  0.59484059 0.35270315],[ 0.94574645 -1.33014679 -1.15083218],[-0.18456537  0.9802894   0.06696131 -0.0220133 ],0.0,[-1.76204635  0.86175032 -1.46397004 -1.10477345 -1.47952628 -0.56026606],"[  0.15310924  -0.14983179   0.02165211  10.         -10.
   2.52563063]",0.0,2,-5.01,0.13962007995103934,0.01
